"gene_name","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SNORD117",3.89760196683916,1.14500336746421,0.32176424150132,0.00014309381869912,0.000425249991645667
"MAP3K20-AS1",24.4470450894925,1.01827601201757,0.286698652731292,0.000143166386331341,0.000425431207759319
"KLHL34",10.4155671421761,1.36546110378524,0.402572203204672,0.000144624514072544,0.000429520765580496
"AL589182.1",2.09903253278554,8.02597169101108,2.77833229080545,0.000145782812817851,0.000432785725266291
"AC116562.3",9.64080651226525,1.50386594209975,0.447527925115227,0.000145888101348618,0.000433063272222632
"CDHR3",860.390687473491,-1.3256711595062,0.367378380783134,0.000145982425866728,0.00043327319604753
"AC090114.3",10.0059034372137,1.35817648206068,0.345735058046567,0.000146279768188015,0.000434120602364432
"AC012174.1",8.25260815494716,2.48234572451156,0.864860817277823,0.000146628609220049,0.000435085521562491
"SLC25A41",12.9379846784325,1.10458268399571,0.315204958300002,0.000146841573371346,0.000435647011663732
"SNORD12C",2.92169818247761,1.58247701196052,0.473851282491199,0.000147245139139174,0.00043673841043316
"NPPC",5.91381949024691,1.91669663628071,0.422840367809669,0.000147740507058587,0.000438136898780629
"HNRNPA1P3",2.03641444757627,2.95857544971201,0.857670621348083,0.000147762230347729,0.000438165922255792
"LINC00158",4.87835779952987,1.28369201948316,0.369094724643203,0.000148296077365383,0.000439713441674353
"AC091173.1",4.92307717184166,2.3095894435583,0.756235206809984,0.000148680263794181,0.000440710200529456
"AL357093.2",91.15456613253,-1.43054668782577,0.398060189088097,0.000148929181541794,0.000441412385630697
"AL590068.4",3.58966405363945,1.76652805352361,0.539029571869331,0.000149166349895774,0.000442043947039158
"GAPDHP46",1.4920714852745,2.42095509511311,0.818223876885914,0.000149647260697401,0.000443397501467446
"AC092573.1",1.79206978548393,2.05188159377303,0.658754070928249,0.000149666550822386,0.000443418865826322
"AL161804.1",2.67934443653897,1.55841737044271,0.466237102055521,0.000149686180320788,0.000443441232121337
"AC022868.1",1.47891074765323,1.59270768229365,0.487343440187838,0.000149871138878529,0.00044395333811758
